;Bolo Az FWHM El FWHM Az OFF  El OFF   Gain        Gain Error  Sensitivity  Mean El
;    (arcsec) (arcsec) (arcsec) (arcsec) (mJy/nW)  mJy/nW)     (mJy s^(1/2))  deg. 
;**********************************************************************************
h5b22 7.98816 8.68416 59.9869 -15.8719 -5.35273e+07 3.39476e+06 1.00000 64.396046
h5b23 7.80107 9.73503 24.8289 -7.81506 -4.92934e+07 3.11020e+06 1.00000 64.396046
h5b24 8.20791 9.44577 34.7701 -7.81552 -4.73887e+07 2.94322e+06 1.00000 64.396046
h6b1 8.09593 9.37050 -5.47737 -61.5917 -5.78363e+07 3.53446e+06 1.00000 64.396046
h6b2 8.20636 9.21020 -31.4445 -52.0716 -5.41333e+07 3.19924e+06 1.00000 64.396046
h6b3
h6b4 8.13343 9.46715 -15.6525 -60.9763 -6.17982e+07 3.91935e+06 1.00000 64.396046
h6b5
h6b6 8.26102 9.11938 20.6671 -53.3586 -5.88901e+07 3.63733e+06 1.00000 64.396046
h6b7 8.48547 8.98224 10.4113 -53.6334 -5.61085e+07 3.42340e+06 1.00000 64.396046
h6b8
h6b9
h6b10 8.60233 9.21226 -26.2614 -43.5896 -5.07564e+07 3.23907e+06 1.00000 64.396046
h6b11
h6b12 9.08189 9.55870 -15.1608 -26.1207 -5.48369e+07 3.40240e+06 1.00000 64.396046
h6b13
h6b14
h6b15 8.35587 8.84871 15.6622 -44.6022 -5.47093e+07 3.40181e+06 1.00000 64.396046
h6b16
h6b17 8.23561 10.2815 4.92225 -62.1316 -6.67789e+07 4.12858e+06 1.00000 64.396046
h6b18 8.48114 10.0101 -20.5478 -34.8404 -5.09303e+07 2.86899e+06 1.00000 64.396046
h6b19 8.53326 9.05464 -20.9678 -52.2572 -4.87610e+07 2.99607e+06 1.00000 64.396046
h6b20 8.67251 9.97130 -10.3177 -35.1986 -5.61427e+07 3.43324e+06 1.00000 64.396046
h6b21 8.81442 8.49259 -10.1597 -16.8998 -5.26575e+07 3.31478e+06 1.00000 64.396046
h6b22 8.20072 9.78865 15.5871 -62.4581 -5.82652e+07 3.53759e+06 1.00000 64.396046
h6b23 8.49257 9.98945 5.27164 -26.1472 -5.39874e+07 3.29207e+06 1.00000 64.396046
h6b24
